id,ra,dec,zfinal,mass_med,sersic,radius_sersic,MAG_BEST,C,A,S,G,M20,M,I,D,G2,Base_flag,Type
622,149.859099,2.109592,0.7395,8.80482,2.159208536,0.000292984,26.103,1.749617,-0.282742,0.142729,0.44017,-0.621892,0.875,0.340751,0.616472,2.022257,8192,IRR
628,149.811747,2.126802,1.3869,8.92785,0.79874233,9.312E-05,24.6406,2.721388,-0.286783,-0.038955,0.406396,-1.257971,0.211268,0.211005,0.126805,2.064899,0,UNC
631,149.788751,2.135064,3.485,9.81031,1.084686042,0.000117295,23.0733,2.921917,0.29301,0.029975,0.524214,-1.55891,0.067647,0.2745,0.105698,1.971156,0,LTD
634,149.777882,2.139267,3.769,8.76727,0.300000193,5.73356E-05,26.8823,1.891561,-0.074336,0,0.389385,-1.384857,0.03125,0,0.060419,2.009116,0,IRR
638,149.750875,2.14895,1.3744,9.90513,0.612633294,9.86133E-05,23.3928,0,0,0,0,0,0,0,0,0,0,IRR
642,149.825513,2.121993,2.2973,8.75277,1.418610918,4.99649E-05,24.8981,2.368233,-0.33906,0,0.452996,-1.533758,0.233333,0.108125,0.050935,2.025983,8192,UNC
644,149.845295,2.114616,0.8816,10.10223,3.616609637,1.62516E-05,22.4975,3.495834,0.059312,0,0.583937,-1.985403,0.00625,0,0.039114,0.755695,0,SPH
646,149.827063,2.121446,1.8611,8.78754,0.800667341,6.09931E-05,25.1966,2.856283,-0.207682,-0.009635,0.425506,-1.164342,0.666667,0.89211,0.040171,2.074336,0,UNC
647,149.80463,2.129613,2.2936,8.88466,2.617963275,6.66986E-05,24.7518,2.942764,-0.179924,0,0.566335,-1.984554,0.097087,0.051483,0.132864,2.022624,0,ETD
649,149.741781,2.152453,2.0802,9.34163,1.423735928,9.08438E-05,24.2128,3.024367,-0.068297,0.022158,0.456153,-1.365197,0.276074,0.189606,0.019147,2.019012,0,UNC
659,149.78148,2.138034,1.7391,9.99655,8.399994284,0.000510903,23.4328,3.617487,0.013703,0.020758,0.619492,-1.967463,0.063063,0.103261,0.036265,1.950307,0,ETD
661,149.759902,2.145825,2.6868,9.79256,0.3,8.51865E-05,24.2423,2.336712,0.1516,0.013761,0.440889,-1.051607,0.571429,0.382605,0.305228,2.012559,0,SPH
662,149.759899,2.145997,2.6976,8.97413,7.399385376,0.000107461,26.5091,3.269279,-0.272737,0.020559,0.459043,-0.824244,0.285714,0.257701,0.366506,2.076531,8192,ETD
666,149.759339,2.146212,4.4009,8.78209,0.706422133,3.1242E-05,25.3661,2.586298,0.082008,0.040917,0.490928,-1.536783,0.057592,0.050371,0.207631,2.031548,0,LTD
668,149.763046,2.144774,3.4718,10.05801,0.97826458,7.22599E-05,23.4046,2.878163,0.087342,0.024649,0.548967,-1.652561,0.023546,0.011127,0.116736,1.9736,0,LTD
669,149.747126,2.15062,2.81,9.16697,1.044661624,7.28948E-05,24.7146,2.31271,-0.172323,-0.013056,0.44779,-1.314108,0.138211,0.746401,0.335133,2.022808,0,UNC
673,149.849963,2.113352,3.4324,8.91461,0.715935761,2.95295E-05,25.6329,2.478995,0.058482,0.075483,0.485048,-1.625535,0.045455,0,0.088349,,,ETD
674,149.7376,2.154157,1.4641,9.09039,0.81945795,3.75116E-05,24.5209,2.57367,-0.074556,0.021631,0.479607,-1.588351,0.026786,0,0.064108,2.029856,0,ETD
678,149.765924,2.143497,2.2707,10.32634,0.948291478,0.00012766,25.5932,1.936473,-0.016374,0,0.328416,-1.102934,1,0,0.286959,2.217375,0,IRR
679,149.765944,2.143879,2.1743,9.33183,0.360003934,0.000263828,25.1375,2.752345,-0.119717,0.014876,0.434353,-0.875878,0.75,0.846098,0.305316,2.071902,0,IRR
680,149.848677,2.113804,0.6946,8.81514,1.289268687,3.88877E-05,23.5713,3.070297,-0.005329,0.010788,0.516944,-1.660851,0.029762,0.03717,0.095754,2.046337,0,ETD
686,149.756463,2.147406,2.3456,9.18002,1.527947057,7.42654E-05,25.2056,2.784408,-0.121763,-0.052275,0.4695,-1.611263,0.179104,0.232451,0.079801,2.03037,0,ETD
692,149.742018,2.15276,5.3521,8.91288,0.569865128,1.62972E-05,26.43,2.119972,0.123432,0,0.434438,-1.379124,0.75,0.047462,0.174627,2.031472,0,UNC
697,149.846523,2.114692,0.8782,9.27157,1.145331055,6.31622E-05,23.7884,2.583341,-0.059457,0.01042,0.488006,-1.661845,0.024691,0.087223,0.083682,2.0216,0,ETD
699,149.81638,2.1258,4.3452,8.83413,0.429522555,3.36629E-05,26.2418,2.118415,-0.04052,0.032158,0.471545,-1.503046,0.25,0,0.234272,2.013989,0,UNC
702,149.762242,2.145153,1.2309,9.43997,1.979771083,0.000146381,23.4328,3.043752,-0.065587,0.048019,0.47928,-1.853428,0.185185,0.208973,0.067463,2.010175,0,LTD
706,149.843919,2.115687,2.3438,9.53733,2.129037514,0.000118148,24.9295,3.397796,-0.165686,-0.110399,0.475037,-1.884477,0.053691,0.041823,0.108799,2.019928,0,ETD
710,149.786712,2.136603,1.9491,9.01292,0.577147351,0.000221799,20.423,1.596969,0.399396,0,0.36165,-0.730245,0,0,0.508269,0.017944,0,SPH
719,149.755713,2.147975,3.3893,9.19535,1.369814397,2.3274E-05,24.545,2.676644,-0.015345,0.052978,0.4967,-1.608581,0.015957,0,0.04908,1.991971,0,ETD
734,149.831828,2.120257,1.144,9.79551,0.662459479,0.000100738,23.0729,2.134593,-0.101226,0.012779,0.384298,-1.138544,1,0.348226,0.085982,2.006754,0,UNC
737,149.73741,2.15473,2.1914,9.06621,1.431431226,3.4989E-05,25.5416,2.596889,-0.237089,0,0.51927,-1.732181,0.175,0.064645,0.025501,2.070622,0,ETD
738,149.768561,2.143241,2.6274,9.45418,1.368241921,0.000106584,24.4319,2.983779,-0.312287,-0.062749,0.484432,-1.291916,0.074324,0.605711,0.148069,2.044474,0,ETD
740,149.803453,2.130695,2.2364,9.22567,2.033503172,6.38803E-05,23.8354,3.416941,-0.533465,-0.924439,0.49362,-1.645026,0.085714,0.154259,0.158996,2.018386,8192,IRR
747,149.861577,2.109623,1.9116,9.37538,2.11026358,2.69175E-05,23.496,3.096342,0.129336,0.052795,0.591935,-1.662411,0.139535,0.077629,0.158238,1.914153,0,SPH
749,149.850743,2.113498,0.6759,8.8,1.701557762,7.34617E-05,23.4235,3.188912,-0.124684,0.01935,0.536612,-1.753933,0.104317,0.044117,0.217289,1.999745,0,ETD
751,149.842587,2.116567,2.0333,9.75861,1.394555655,5.01157E-05,23.1209,3.228048,0.006603,-0.038531,0.578162,-1.819207,0.035714,0.079048,0.119667,1.954742,0,LTD
757,149.824429,2.123266,4.8259,9.21603,3.141267257,2.02345E-05,24.465,2.88973,0.064711,0.073754,0.543161,-1.74031,0.025907,0,0.062053,1.924198,0,ETD
758,149.800633,2.131071,1.1882,10.89948,8.39999898,0.000106201,21.9469,4.410888,0.036911,-0.043615,0.635677,-1.646239,0.199005,0.081686,0.124585,1.156615,0,SPH
762,149.778693,2.139785,1.2027,10.00032,2.120222433,8.41082E-05,22.8746,2.971836,0.017659,0.030122,0.478712,-1.859758,0.04401,0.050992,0.057662,,,ETD
766,149.830922,2.120926,5.2285,10.2546,0.47843765,9.32847E-05,24.5537,2.099413,0.090923,-0.045031,0.622631,-1.357197,0.028736,0.046771,0.264756,1.990267,0,ETD
770,149.796732,2.133372,2.2177,9.4159,1.306025111,3.78037E-05,24.3768,2.674891,0.02609,0.052168,0.496402,-1.72071,0.033898,0,0.071798,2.055682,0,ETD
772,149.862209,2.109555,1.5986,9.71914,1.743245355,6.42186E-05,23.0428,3.054493,0.094811,0.035267,0.518041,-1.761806,0.071429,0.139182,0.20632,2.007499,0,LTD
775,149.798799,2.132412,1.0619,9.64318,0.616329773,0.000184557,23.0373,2.390053,-0.127218,-0.167124,0.550719,-1.073237,0.290323,0.77964,0.153572,2.009846,0,UNC
777,149.758513,2.147267,1.618,9.06243,7.650087736,4.22544E-05,24.2798,3.122708,0.116931,0,0.547732,-1.546738,0.021277,0,0.161482,1.909294,0,SPH
779,149.747501,2.15131,2.9041,9.45994,1.846060878,3.9163E-05,24.2786,3.168708,0.038651,0.012913,0.556381,-1.810185,0.046875,0.028398,0.046013,1.996787,0,ETD
781,149.860141,2.110374,1.7165,9.58014,1.330253838,5.60354E-05,24.1286,3.061631,-0.209806,-0.302602,0.495513,-1.607191,1,0.9209,0.017576,2.030351,0,UNC
785,149.813371,2.127541,4.2617,8.75908,0.694418432,1.41191E-05,26.8914,1.474721,-0.055484,0.047029,0.487888,-1.05966,0.268657,0.151169,0.094619,2.031206,8192,ETD
788,149.788597,2.136375,1.8536,10.45,7.26598749,3.89441E-05,22.9142,3.994243,-0.003056,-0.00682,0.601274,-2.22407,0.048969,0.020533,0.050503,,,SPH
789,149.854736,2.111699,1.6314,10.53575,8.4,4.15585E-05,22.5322,3.308253,0.067905,-0.006889,0.56747,-1.924224,0.095335,0.031826,0.091504,1.935714,0,IRR
792,149.855468,2.112084,1.3206,9.63523,8.4,0.000195363,23.497,3.34264,-0.058482,0.001591,0.578689,-1.986772,0.069767,0.023827,0.015755,1.956936,0,ETD
795,149.756203,2.148224,4.4295,8.77781,8.399943159,0.000166916,26.3215,2.582,-0.044026,0,0.463907,-1.565695,0.189189,0,0.193997,2.057082,0,UNC
796,149.756293,2.148303,2.9194,8.86965,0.838363105,6.51835E-05,25.2084,2.605127,0.207266,-0.015609,0.490063,-1.294296,0.059937,0.061899,0.355329,2.000149,0,IRR
798,149.817737,2.125839,1.3371,9.52471,1.334720051,7.76851E-05,23.2473,2.940321,-0.089339,0.01063,0.514114,-1.8848,0.054054,0.074652,0.047036,2.010243,0,ETD
806,149.749511,2.150883,3.2738,9.04658,0.407415273,6.78974E-05,25.9961,2.41851,0.013136,0.016986,0.383288,-1.236853,0.162162,0.313802,0.103738,2.080491,0,UNC
813,149.756673,2.14829,3.5079,8.90001,1.528046086,2.25438E-05,24.3355,2.802304,0.129522,0.053919,0.520229,-1.742881,0.031963,0.006042,0.101248,,,ETD
815,149.802088,2.131736,1.9445,9.03018,1.335809713,7.27732E-05,24.6954,2.65948,-0.0466,-0.038996,0.527743,-1.427142,0.888889,0.630496,0.016909,2.030023,0,ETD
816,149.750338,2.150627,2.405,9.222,2.202140802,3.60643E-05,23.4952,4.138606,0.202851,-0.854717,0.47944,-1.015257,0.074074,0.065592,0.175551,1.985424,0,SPH
817,149.841517,2.117244,1.074,10.24116,0.412722692,6.13579E-05,22.301,2.161424,0.179852,0.003979,0.501281,-1.123979,0.980392,0.451107,0.324636,1.968895,0,ETD
819,149.80544,2.130453,0.7272,8.97998,0.820339886,0.000112533,23.2917,2.944535,-0.514382,-0.247844,0.544556,-1.578578,0.212121,0.338104,0.063863,2.000785,0,LTD
820,149.832834,2.120568,1.634,10.34726,2.536466728,4.67676E-05,23.3936,3.726279,-0.033949,0.041502,0.523719,-2.006191,0.065934,0.05577,0.07735,1.962996,0,SPH
858,149.856166,2.112125,0.6635,10.7,4.560197389,9.91632E-05,20.6806,4.06285,-0.012113,0.005336,0.594334,-2.364643,0.013751,0.015926,0.028792,0.741422,0,ETD
863,149.802424,2.132032,2.308,8.77585,0.300007434,0.000110888,26.0928,1.819205,-0.02477,0,0.437313,-1.006628,0.4,0,0.395015,2.053603,0,ETD
868,149.773331,2.142752,4.1399,8.99264,0.623780302,2.14843E-05,26.1306,2.438311,-0.054235,0,0.491657,-1.546976,0.029126,0,0.075097,2.016649,0,ETD
871,149.85569,2.112706,1.1695,9.40176,3.713019032,0.000580994,24.3366,2.246114,-0.107761,-0.349219,0.445558,-0.956925,1,0.985919,0.688572,2.032168,8192,IRR
873,149.849117,2.11519,1.5257,9.40671,2.686451723,3.33711E-05,24.1662,3.331612,-0.126346,0.024852,0.535985,-1.932711,0.020134,0,0.007235,1.955851,0,SPH
877,149.833888,2.12067,1.1326,8.77295,0.799874508,4.35441E-05,25.2554,2.392396,-0.496595,0,0.377718,-0.907169,0.5,0,0.453811,2.028789,8192,UNC
879,149.742367,2.153753,0.9376,9.3904,0.395761326,0.000109608,23.1725,2.213315,-0.282894,-0.119297,0.481088,-1.146406,0.96,0.769146,0.517709,1.998172,0,IRR
880,149.742674,2.153836,2.7983,9.72268,1.601781744,4.61487E-05,23.4482,2.37646,0.30965,-0.007142,0.502687,-1.395078,0.02765,0.169029,0.192033,1.984128,0,ETD
890,149.795786,2.134662,2.4682,9.38183,1.003144984,9.24044E-05,24.0819,2.733693,0.034292,-0.017573,0.586142,-1.646908,0.059701,0.118082,0.14246,2.0182,8192,UNC
891,149.791177,2.136158,0.9434,10.44992,5.21398959,4.70351E-05,21.807,4.1258,0.000285,0.007101,0.583096,-2.286692,0.033366,0.012897,0.038094,0.980867,0,SPH
898,149.755943,2.149042,2.4177,9.66019,0.390642162,9.65804E-05,23.8463,2.573504,0.064009,-0.039119,0.455163,-1.494731,1,0.095719,0.026418,2.000249,0,IRR
899,149.755879,2.149257,2.4073,9.61986,1.00251338,3.52462E-05,23.1385,2.803329,0.165959,0.047587,0.600779,-1.551345,0.042857,0.058382,0.157105,1.988195,0,LTD
903,149.838497,2.119319,2.3636,9.26409,0.440586426,6.38597E-05,23.9871,2.483631,0.016393,0.007652,0.507875,-1.073477,1,0.5353,0.222359,1.995319,0,IRR
906,149.759445,2.14811,4.8702,8.77493,3.728689394,2.30988E-05,25.665,2.582716,-0.02371,0,0.509245,-1.389347,0.051282,0.068051,0.310222,,,LTD
907,149.804249,2.131314,3.0122,9.09556,1.628462475,4.70253E-05,24.4853,2.02429,0.483403,0.011898,0.472837,-1.234244,0.252525,0.256272,0.249296,1.984929,0,LTD
908,149.804452,2.131478,2.995,9.66346,2.088071368,0.000100356,24.3338,2.866847,0.155653,-0.005843,0.533329,-1.636651,0.10757,0.105013,0.045669,1.990656,0,IRR
909,149.804759,2.131535,2.9147,9.56022,1.416163616,4.0677E-05,23.5941,3.282096,0.07561,-0.024128,0.592344,-1.844399,0.025676,0.023584,0.061309,1.920972,0,ETD
915,149.753629,2.149962,1.0582,9.55009,2.081101027,0.000117491,23.4545,2.615847,-0.014956,-0.273728,0.467075,-1.186921,0.12381,0.201009,0.218899,2.001342,0,IRR
916,149.753472,2.150003,1.1642,9.23802,0.750596161,7.21157E-05,22.766,2.900648,0.013637,-0.064259,0.561198,-1.540883,0.027574,0.577847,0.262913,1.971948,0,LTD
917,149.753715,2.150173,1.9693,8.78946,0.718924053,0.000196126,24.9079,2.094903,0.033897,-0.080728,0.404153,-1.11851,0.6,0.113221,0.25051,2.080743,0,IRR
921,149.785593,2.138624,0.8306,8.87146,2.737416191,3.08572E-05,24.0707,3.726571,-0.132136,0.005665,0.582256,-2.128334,0.070064,0.02671,0.051855,1.968217,0,SPH
922,149.823986,2.124665,2.1542,9.87561,2.014543555,2.75168E-05,23.9313,3.432473,0.023906,0.010639,0.576958,-1.973382,0.030488,0.017574,0.044068,1.939189,0,SPH
926,149.863901,2.110195,2.3712,9.02999,1.252825967,4.25991E-05,24.2892,3.519645,-0.126888,0.015133,0.552633,-1.613947,0.118421,0.056681,0.085119,1.999495,0,SPH
930,149.829348,2.122727,1.1636,9.61183,0.737751354,6.81451E-05,23.6396,2.395348,-0.12458,0.0248,0.502585,-1.159424,1,0.900587,0.401282,1.993731,0,IRR
931,149.827941,2.123351,2.1139,8.82016,1.428078361,3.83385E-05,25.2216,2.565475,-0.108602,0,0.462447,-1.560959,0.033333,0,0.052851,2.028991,0,UNC
932,149.765855,2.145829,4.2281,9.09116,0.637210405,4.70807E-05,25.3175,2.804967,0.274447,0.131175,0.485605,-1.505547,0.064516,0.092721,0.163357,1.998817,0,SPH
942,149.861509,2.111199,1.9394,9.44707,2.059053168,1.89305E-05,23.9676,3.021755,0.055763,0,0.573393,-1.875178,0.043796,0,0.022828,1.887308,0,SPH
945,149.763623,2.146782,1.9894,9.13354,1.451909898,8.57867E-05,24.1773,3.172657,-0.137291,0.015091,0.54309,-1.61038,1,0.14542,0.176216,2.014047,0,IRR
947,149.737613,2.156184,2.3044,9.44644,1.606402476,4.9792E-05,24.0339,3.046715,-0.007049,0.009891,0.58969,-1.743647,0.027027,0.021883,0.107414,2.006725,0,ETD
949,149.79399,2.135705,1.5355,9.23065,0.67053138,0.000114071,23.6153,2.615129,-0.222642,-0.180151,0.476376,-1.123736,0.692308,0.546115,0.036725,2.011444,0,ETD
951,149.749734,2.151854,2.3475,9.79652,0.733034684,7.3374E-05,24.1707,2.784371,-0.007111,0.011184,0.501326,-1.615691,0.032129,0.022193,0.054223,1.994951,0,LTD
961,149.74525,2.153568,4.8426,9.76547,1.56116382,4.96644E-05,24.9699,2.611956,0.045763,0.004557,0.438366,-1.688061,0.06135,0.035806,0.145273,2.019389,0,ETD
963,149.774377,2.143029,2.2629,9.12928,1.446823155,7.17545E-05,25.1107,2.544116,-0.107069,0.016092,0.481694,-1.228831,0.110553,0.939662,0.205605,2.031633,0,UNC
973,149.748258,2.152574,3.6252,10.06786,2.559912987,0.000105221,23.962,3.530847,-0.083834,-0.181088,0.571635,-1.590365,0.028213,0.123856,0.206385,1.986369,0,LTD
974,149.80128,2.133202,0.8189,9.4075,1.032594316,6.61525E-05,22.9565,2.827936,-0.063631,0.006606,0.492593,-1.470135,0.192982,0.388905,0.153314,2.015499,0,ETD
976,149.86407,2.110493,1.5251,9.02678,1.574887536,6.53327E-05,24.2648,2.997796,-0.137336,-0.085824,0.504398,-1.800243,0.185841,0.139493,0.110453,2.021383,0,ETD
1002,149.770426,2.144539,0.52,9.4566,1.480921527,0.000175625,21.4873,3.067541,0.144079,0.019465,0.51509,-1.525137,0.032618,0.078641,0.169682,1.997857,0,LTD
1003,149.761819,2.147802,2.4825,10.21502,2.288951188,2.5957E-05,24.014,2.960568,-0.456033,-0.19195,0.512023,-1.496177,0.019157,0.015083,0.215903,2.024845,0,ETD
1005,149.848037,2.11655,2.8275,8.78755,2.89931855,4.58778E-05,25.9918,3.227813,-0.057206,0,0.548733,-1.629595,0.1,0,0.138022,2.019239,0,UNC
1011,149.843544,2.118249,3.4839,9.06595,1.19643981,2.95729E-05,25.2867,2.670636,0.102526,0.039547,0.533838,-1.749061,0.054726,0.034238,0.078622,2.005637,0,ETD
1014,149.852988,2.114773,1.0969,9.03111,1.494604037,4.60309E-05,25.1553,3.076365,-0.131449,0.032088,0.462508,-1.605697,0.130435,0.032106,0.079181,2.033914,0,ETD
1018,149.812725,2.129472,3.922,9.09333,0.437497195,8.63006E-05,25.0508,2.330851,0.124432,0.070591,0.457061,-1.200614,0.076687,0.554922,0.062776,2.008252,0,IRR
1034,149.759388,2.149007,1.8841,8.75246,2.260889594,7.84574E-05,25.3383,3.11953,0.029193,0.03716,0.550566,-1.364636,0.142857,0,0.273681,2.034839,0,UNC
1043,149.85073,2.115182,1.3452,9.06366,2.480289753,0.000183744,24.2295,2.883053,-0.075901,-0.001883,0.477158,-1.679395,0.098361,0.156555,0.102642,2.007372,0,IRR
1054,149.767624,2.146124,2.0759,8.81318,1.694386775,2.0822E-05,24.7438,2.976442,-0.124147,0,0.543014,-1.741836,0.04,0.007115,0.047271,2.013425,0,SPH
1058,149.852364,2.115187,1.7066,9.72856,0.877980835,4.46158E-05,23.2478,2.7071,0.13159,0.008683,0.493918,-1.616447,0.03351,0.009005,0.139436,1.980234,0,LTD
1061,149.827291,2.124465,4.29,9.08459,1.210824073,5.9727E-05,25.7013,2.869907,-0.093185,-0.0344,0.513362,-1.690134,0.123967,0.210622,0.073968,2.005932,0,LTD
1062,149.790871,2.137595,2.0547,9.53479,0.705612802,8.03968E-05,23.8136,2.766536,-0.023858,-0.016768,0.512296,-1.464748,0.30303,0.441914,0.057347,2.053674,0,ETD
1083,149.74691,2.153721,1.5924,10.06117,0.833574618,3.72629E-05,22.8307,2.82408,0.035865,0.003866,0.53183,-1.722728,0.009346,0,0.057587,1.936313,0,ETD
1084,149.745133,2.154418,3.1325,9.31924,0.750312967,6.66845E-05,24.4042,2.458491,-0.165544,-0.005175,0.522292,-1.665057,0.03012,0.033857,0.050946,2.060252,0,IRR
1093,149.747637,2.153641,2.0321,9.26025,6.001336716,0.000351255,25.0043,2.979844,-0.239514,0.022446,0.490567,-1.660066,0.045918,0.280326,0.114722,2.066835,0,IRR
1098,149.823722,2.125888,2.5164,9.5238,4.999941847,0.000375539,25.1434,2.762118,-0.172724,-0.025183,0.433245,-1.168698,0.161765,0.1302,0.173929,2.018173,0,IRR
1102,149.779288,2.142208,4.5649,9.4299,3.472998222,3.44049E-05,24.6231,2.885617,0.187226,0.0495,0.531808,-1.452879,0.018868,0.006792,0.178286,1.939634,0,SPH
1106,149.835142,2.121812,5.5514,9.46277,1.116249275,2.98199E-05,25.1685,2.476896,0.007867,0.023269,0.488998,-1.446867,0.033175,0.021486,0.126166,2.009607,0,ETD
1107,149.835166,2.121922,3.4802,9.2618,1.446320763,3.12421E-05,25.4421,2.55752,0.030316,-0.015955,0.426962,-1.597112,0.046154,0,0.104254,1.984048,0,IRR
1109,149.824016,2.125896,1.9106,8.9011,1.612649353,8.01879E-05,25.001,3.226215,-0.080788,0.022955,0.477003,-1.838901,0.084034,0.145108,0.110896,2.019856,0,IRR
1113,149.767284,2.146594,1.1607,9.32862,2.172814927,1.8389E-05,24.1222,3.25406,-0.027923,0,0.561569,-1.802488,0.031847,0,0.061169,1.893136,0,SPH
1136,149.763658,2.148095,1.9849,8.95498,1.086619283,6.15945E-05,24.852,2.39258,-0.069702,0.031254,0.523973,-1.491925,0.666667,0.39078,0.152091,2.030203,0,ETD
1138,149.852752,2.115643,1.515,9.20675,2.183516555,0.000164123,24.8587,2.607643,-0.35286,-0.023826,0.456262,-1.365975,0.152866,0.179482,0.070853,2.076533,0,UNC
1140,149.777095,2.143086,1.5076,9.78522,2.046069118,0.000134819,22.7308,2.759198,0.044568,-0.006687,0.476956,-1.535236,0.035573,0.231125,0.159913,,,LTD
1145,149.813922,2.129818,4.3278,11.00477,0.782646979,6.93523E-05,24.2757,2.354476,0.047166,-0.018183,0.498265,-1.226435,0.162162,0.162178,0.20807,1.98893,0,IRR
1153,149.800937,2.134658,2.5772,9.85027,0.724572755,3.47334E-05,25.1586,2.992121,-0.023196,0.045369,0.493475,-1.414938,1,0.017916,0.191737,2.006678,0,ETD
1162,149.84863,2.117313,1.6342,10.19467,1.512267255,2.0069E-05,23.2831,3.072364,0.03641,0.084802,0.558352,-1.799374,0.030837,0,0.098822,1.717316,0,SPH
1164,149.814273,2.129883,3.5991,9.27348,1.978114276,2.45474E-05,24.062,1.295891,-0.01254,-0.013393,0.431477,-0.976387,0.787724,0.108349,0.706413,1.95905,0,LTD
1165,149.776539,2.143526,1.8641,9.62574,0.793278773,4.20216E-05,24.3046,3.001714,0.093904,0.05797,0.583341,-1.504806,0.039773,0.022306,0.13413,2.022965,0,ETD
1168,149.851788,2.116234,1.4236,9.18383,1.144863032,2.82394E-05,23.1198,2.818081,0.142373,0.050846,0.508625,-1.592457,0.005263,0,0.15842,1.877849,0,SPH
1172,149.821673,2.127286,4.8984,8.91233,0.846220305,2.47234E-05,26.5868,2.334022,0.102219,0.053873,0.446242,-1.618988,0.04,0,0.073548,2.017999,0,LTD
1181,149.769724,2.146184,1.5237,8.83161,1.097528492,3.55892E-05,25.3467,2.708879,-0.084827,0.013608,0.472411,-1.561185,0.040541,0,0.104414,2.066529,0,ETD
1182,149.840124,2.120557,3.1451,9.13757,0.587621639,7.55774E-05,24.4786,2.488447,0.032825,-0.00097,0.465164,-1.279254,0.038911,0.64881,0.076551,2.004484,0,IRR
1188,149.759667,2.149878,2.9735,8.9057,2.260333598,2.30198E-05,25.5547,2.88155,0.15986,0.08109,0.557645,-1.640463,0.03125,0,0.087969,2.003808,0,ETD
1192,149.736483,2.158073,2.3642,9.92161,0.79763434,5.8472E-05,23.5911,2.480237,0.0626,0.029033,0.465219,-1.349076,0.244681,0.41014,0.081245,2.009968,0,IRR
1193,149.736257,2.158274,2.5005,10.12917,1.742389464,3.29648E-05,23.3711,3.106497,0.024811,0.028526,0.599782,-1.741459,0.03352,0.021753,0.132451,2.017752,0,LTD
1195,149.736971,2.157938,1.7496,8.91206,1.059620397,2.94101E-05,24.4673,2.52284,0.120176,0.030889,0.513917,-1.724565,0.16,0.021809,0.128361,,,IRR
1196,149.737089,2.157957,1.7893,8.89024,0.877692119,2.83398E-05,24.526,2.754981,0.067923,0.046485,0.546658,-1.576162,0.067308,0.04161,0.086738,1.993823,0,ETD
1205,149.79635,2.136542,0.851,8.92948,0.975309913,0.000103905,24.627,2.488117,-0.191282,0.023021,0.424745,-1.275216,0.283505,0.93665,0.165638,2.013117,0,UNC
1220,149.794252,2.137496,1.8548,8.85364,0.684183182,4.88824E-05,25.6317,2.689212,-0.021938,0.0645,0.437958,-1.276783,0.137931,0.240952,0.250965,2.076023,0,ETD
1224,149.735194,2.158939,5.6552,9.50091,0.950741545,8.42069E-05,24.7285,2.681412,0.030924,0.028382,0.466124,-1.597655,0.068966,0.095315,0.238683,2.005974,0,UNC
1225,149.804934,2.133618,2.7924,9.7522,1.881653627,6.20524E-05,24.355,3.181575,-0.102696,0.022293,0.471808,-1.679271,0.069307,0.033938,0.041982,2.024703,0,SPH
